ehead,ctryname,cowcode2,politycode,un_region_name,un_continent_name,leaderspellreg,democracy,regime,start_year,end_year,duration,observed
Rene Barrientos Ortuno,Bolivia,145,145.0,South America,America,Rene Barrientos Ortuno.Bolivia.1964.1964.Military Dict,Non-democracy,Military Dict,1964,1964,1,1
Rene Barrientos Ortuno+Alfredo Ovando Candia,Bolivia,145,145.0,South America,America,Rene Barrientos Ortuno+Alfredo Ovando Candia.Bolivia.1965.1965.Military Dict,Non-democracy,Military Dict,1965,1965,1,1
Rene Barrientos Ortuno,Bolivia,145,145.0,South America,America,Rene Barrientos Ortuno.Bolivia.1966.1968.Military Dict,Non-democracy,Military Dict,1966,1968,3,0
Alfredo Ovando Candia,Bolivia,145,145.0,South America,America,Alfredo Ovando Candia.Bolivia.1969.1969.Military Dict,Non-democracy,Military Dict,1969,1969,1,1
Juan Torres Gonzalez,Bolivia,145,145.0,South America,America,Juan Torres Gonzalez.Bolivia.1970.1970.Military Dict,Non-democracy,Military Dict,1970,1970,1,1
Hugo Banzer Suarez,Bolivia,145,145.0,South America,America,Hugo Banzer Suarez.Bolivia.1971.1977.Military Dict,Non-democracy,Military Dict,1971,1977,7,1
David Padilla Arancibia,Bolivia,145,145.0,South America,America,David Padilla Arancibia.Bolivia.1978.1978.Military Dict,Non-democracy,Military Dict,1978,1978,1,1
Lidia Gueiler Tejada,Bolivia,145,145.0,South America,America,Lidia Gueiler Tejada.Bolivia.1979.1979.Presidential Dem,Democracy,Presidential Dem,1979,1979,1,1
Luis Garcia Meza Tejada,Bolivia,145,145.0,South America,America,Luis Garcia Meza Tejada.Bolivia.1980.1980.Military Dict,Non-democracy,Military Dict,1980,1980,1,1
Celso Torrelio Villa,Bolivia,145,145.0,South America,America,Celso Torrelio Villa.Bolivia.1981.1981.Military Dict,Non-democracy,Military Dict,1981,1981,1,1
Hernan Siles Zuazo,Bolivia,145,145.0,South America,America,Hernan Siles Zuazo.Bolivia.1982.1984.Presidential Dem,Democracy,Presidential Dem,1982,1984,3,1
Victor Paz Estenssoro,Bolivia,145,145.0,South America,America,Victor Paz Estenssoro.Bolivia.1985.1988.Presidential Dem,Democracy,Presidential Dem,1985,1988,4,1
Jaime Paz Zamoro,Bolivia,145,145.0,South America,America,Jaime Paz Zamoro.Bolivia.1989.1992.Presidential Dem,Democracy,Presidential Dem,1989,1992,4,1
Gonzalo Sanchez de Lozada,Bolivia,145,145.0,South America,America,Gonzalo Sanchez de Lozada.Bolivia.1993.1996.Presidential Dem,Democracy,Presidential Dem,1993,1996,4,1
Hugo Banzer Suarez,Bolivia,145,145.0,South America,America,Hugo Banzer Suarez.Bolivia.1997.2000.Presidential Dem,Democracy,Presidential Dem,1997,2000,4,1
Jorge Fernando Quiroga Ramirez,Bolivia,145,145.0,South America,America,Jorge Fernando Quiroga Ramirez.Bolivia.2001.2001.Presidential Dem,Democracy,Presidential Dem,2001,2001,1,1
Gonzalo Sanchez de Lozada,Bolivia,145,145.0,South America,America,Gonzalo Sanchez de Lozada.Bolivia.2002.2002.Presidential Dem,Democracy,Presidential Dem,2002,2002,1,1
Carlos Diego Mesa Gisbert,Bolivia,145,145.0,South America,America,Carlos Diego Mesa Gisbert.Bolivia.2003.2004.Presidential Dem,Democracy,Presidential Dem,2003,2004,2,1
Eduardo Rodriguez Veltze,Bolivia,145,145.0,South America,America,Eduardo Rodriguez Veltze.Bolivia.2005.2005.Presidential Dem,Democracy,Presidential Dem,2005,2005,1,1
Juan Evo Morales Ayma,Bolivia,145,145.0,South America,America,Juan Evo Morales Ayma.Bolivia.2006.2008.Presidential Dem,Democracy,Presidential Dem,2006,2008,3,0
Alija Izetbegovic,Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Alija Izetbegovic.Bosnia and Herzegovina.1991.1997.Civilian Dict,Non-democracy,Civilian Dict,1991,1997,7,1
Zivko Radisic,Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Zivko Radisic.Bosnia and Herzegovina.1998.1998.Civilian Dict,Non-democracy,Civilian Dict,1998,1998,1,1
Ante Jelavic,Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Ante Jelavic.Bosnia and Herzegovina.1999.1999.Civilian Dict,Non-democracy,Civilian Dict,1999,1999,1,1
Zivko Radisic,Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Zivko Radisic.Bosnia and Herzegovina.2000.2000.Civilian Dict,Non-democracy,Civilian Dict,2000,2000,1,1
Jozo Krizanovic,Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Jozo Krizanovic.Bosnia and Herzegovina.2001.2001.Civilian Dict,Non-democracy,Civilian Dict,2001,2001,1,1
Mirko Sarovic,Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Mirko Sarovic.Bosnia and Herzegovina.2002.2002.Civilian Dict,Non-democracy,Civilian Dict,2002,2002,1,1
Dragan Kovic,Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Dragan Kovic.Bosnia and Herzegovina.2003.2003.Civilian Dict,Non-democracy,Civilian Dict,2003,2003,1,1
Borislav Paravac,Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Borislav Paravac.Bosnia and Herzegovina.2004.2004.Civilian Dict,Non-democracy,Civilian Dict,2004,2004,1,1
Ivo Miro Jovic,Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Ivo Miro Jovic.Bosnia and Herzegovina.2005.2005.Civilian Dict,Non-democracy,Civilian Dict,2005,2005,1,1
Nebojsa Radmanovic,Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Nebojsa Radmanovic.Bosnia and Herzegovina.2006.2006.Civilian Dict,Non-democracy,Civilian Dict,2006,2006,1,1
Zeljko Komsic,Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Zeljko Komsic.Bosnia and Herzegovina.2007.2007.Civilian Dict,Non-democracy,Civilian Dict,2007,2007,1,1
Nebojsa Radmanovic,Bosnia and Herzegovina,346,346.0,Southern Europe,Europe,Nebojsa Radmanovic.Bosnia and Herzegovina.2008.2008.Civilian Dict,Non-democracy,Civilian Dict,2008,2008,1,0
Seretse Khama,Botswana,571,571.0,Southern Africa,Africa,Seretse Khama.Botswana.1966.1979.Civilian Dict,Non-democracy,Civilian Dict,1966,1979,14,0
Quett Masire,Botswana,571,571.0,Southern Africa,Africa,Quett Masire.Botswana.1980.1997.Civilian Dict,Non-democracy,Civilian Dict,1980,1997,18,1
Festus Mogae,Botswana,571,571.0,Southern Africa,Africa,Festus Mogae.Botswana.1998.2007.Civilian Dict,Non-democracy,Civilian Dict,1998,2007,10,1
Seretse Khama Ian Khama,Botswana,571,571.0,Southern Africa,Africa,Seretse Khama Ian Khama.Botswana.2008.2008.Military Dict,Non-democracy,Military Dict,2008,2008,1,0
Eurico Dutra,Brazil,140,140.0,South America,America,Eurico Dutra.Brazil.1946.1950.Presidential Dem,Democracy,Presidential Dem,1946,1950,5,1
Getulio Vargas,Brazil,140,140.0,South America,America,Getulio Vargas.Brazil.1951.1953.Presidential Dem,Democracy,Presidential Dem,1951,1953,3,0
Joao Cafe,Brazil,140,140.0,South America,America,Joao Cafe.Brazil.1954.1954.Presidential Dem,Democracy,Presidential Dem,1954,1954,1,1
Nereu Ramos,Brazil,140,140.0,South America,America,Nereu Ramos.Brazil.1955.1955.Presidential Dem,Democracy,Presidential Dem,1955,1955,1,1
Juscelino Kubitschek,Brazil,140,140.0,South America,America,Juscelino Kubitschek.Brazil.1956.1960.Presidential Dem,Democracy,Presidential Dem,1956,1960,5,1
Tancredo de Almeida Neves,Brazil,140,140.0,South America,America,Tancredo de Almeida Neves.Brazil.1961.1961.Mixed Dem,Democracy,Mixed Dem,1961,1961,1,1
Hermes Lima,Brazil,140,140.0,South America,America,Hermes Lima.Brazil.1962.1962.Mixed Dem,Democracy,Mixed Dem,1962,1962,1,1
Joao Belchior Marques Goulart,Brazil,140,140.0,South America,America,Joao Belchior Marques Goulart.Brazil.1963.1963.Presidential Dem,Democracy,Presidential Dem,1963,1963,1,1
Humberto de Alencar Castello Branco,Brazil,140,140.0,South America,America,Humberto de Alencar Castello Branco.Brazil.1964.1966.Military Dict,Non-democracy,Military Dict,1964,1966,3,1
Artur da Costa e Silva,Brazil,140,140.0,South America,America,Artur da Costa e Silva.Brazil.1967.1968.Military Dict,Non-democracy,Military Dict,1967,1968,2,1
Emilio Medici,Brazil,140,140.0,South America,America,Emilio Medici.Brazil.1969.1973.Military Dict,Non-democracy,Military Dict,1969,1973,5,1
Ernesto Geisel,Brazil,140,140.0,South America,America,Ernesto Geisel.Brazil.1974.1978.Military Dict,Non-democracy,Military Dict,1974,1978,5,1
Joao Figueiredo,Brazil,140,140.0,South America,America,Joao Figueiredo.Brazil.1979.1984.Military Dict,Non-democracy,Military Dict,1979,1984,6,1
Jose Sarney,Brazil,140,140.0,South America,America,Jose Sarney.Brazil.1985.1989.Presidential Dem,Democracy,Presidential Dem,1985,1989,5,1
Fernando Collor de Mello,Brazil,140,140.0,South America,America,Fernando Collor de Mello.Brazil.1990.1991.Presidential Dem,Democracy,Presidential Dem,1990,1991,2,1
Itamar Franco,Brazil,140,140.0,South America,America,Itamar Franco.Brazil.1992.1994.Presidential Dem,Democracy,Presidential Dem,1992,1994,3,1
Fernando Henrique Cardoso,Brazil,140,140.0,South America,America,Fernando Henrique Cardoso.Brazil.1995.2002.Presidential Dem,Democracy,Presidential Dem,1995,2002,8,1
Luiz Inacio Lula da Silva,Brazil,140,140.0,South America,America,Luiz Inacio Lula da Silva.Brazil.2003.2008.Presidential Dem,Democracy,Presidential Dem,2003,2008,6,0
Hassanal Bolkiah,Brunei Darussalam,835,835.0,South-Eastern Asia,Asia,Hassanal Bolkiah.Brunei Darussalam.1984.2008.Monarchy,Non-democracy,Monarchy,1984,2008,25,0
Georgi Dimitrov,Bulgaria,355,355.0,Eastern Europe,Europe,Georgi Dimitrov.Bulgaria.1946.1948.Civilian Dict,Non-democracy,Civilian Dict,1946,1948,3,0
Vasil Petrov Kolarov,Bulgaria,355,355.0,Eastern Europe,Europe,Vasil Petrov Kolarov.Bulgaria.1949.1949.Civilian Dict,Non-democracy,Civilian Dict,1949,1949,1,0
Vulko Chervenkov,Bulgaria,355,355.0,Eastern Europe,Europe,Vulko Chervenkov.Bulgaria.1950.1953.Civilian Dict,Non-democracy,Civilian Dict,1950,1953,4,1
Todor Zhivkov,Bulgaria,355,355.0,Eastern Europe,Europe,Todor Zhivkov.Bulgaria.1954.1988.Civilian Dict,Non-democracy,Civilian Dict,1954,1988,35,1
Peter Mladenov,Bulgaria,355,355.0,Eastern Europe,Europe,Peter Mladenov.Bulgaria.1989.1989.Civilian Dict,Non-democracy,Civilian Dict,1989,1989,1,1
Dimitur Popov,Bulgaria,355,355.0,Eastern Europe,Europe,Dimitur Popov.Bulgaria.1990.1990.Mixed Dem,Democracy,Mixed Dem,1990,1990,1,1
Filip Dimitrov,Bulgaria,355,355.0,Eastern Europe,Europe,Filip Dimitrov.Bulgaria.1991.1991.Mixed Dem,Democracy,Mixed Dem,1991,1991,1,1
Lyuben Berov,Bulgaria,355,355.0,Eastern Europe,Europe,Lyuben Berov.Bulgaria.1992.1993.Mixed Dem,Democracy,Mixed Dem,1992,1993,2,1
Reneta Indzhova,Bulgaria,355,355.0,Eastern Europe,Europe,Reneta Indzhova.Bulgaria.1994.1994.Mixed Dem,Democracy,Mixed Dem,1994,1994,1,1
Zhan Videnov,Bulgaria,355,355.0,Eastern Europe,Europe,Zhan Videnov.Bulgaria.1995.1996.Mixed Dem,Democracy,Mixed Dem,1995,1996,2,1
Ivan Kostov,Bulgaria,355,355.0,Eastern Europe,Europe,Ivan Kostov.Bulgaria.1997.2000.Mixed Dem,Democracy,Mixed Dem,1997,2000,4,1
Simeon Borisov Sakskoburggotski,Bulgaria,355,355.0,Eastern Europe,Europe,Simeon Borisov Sakskoburggotski.Bulgaria.2001.2004.Mixed Dem,Democracy,Mixed Dem,2001,2004,4,1
Sergey Dimitrievich Stanishev,Bulgaria,355,355.0,Eastern Europe,Europe,Sergey Dimitrievich Stanishev.Bulgaria.2005.2008.Mixed Dem,Democracy,Mixed Dem,2005,2008,4,0
Maurice Yameogo,Burkina Faso,439,439.0,Western Africa,Africa,Maurice Yameogo.Burkina Faso.1960.1965.Civilian Dict,Non-democracy,Civilian Dict,1960,1965,6,1
Sangoule Lamizana,Burkina Faso,439,439.0,Western Africa,Africa,Sangoule Lamizana.Burkina Faso.1966.1979.Military Dict,Non-democracy,Military Dict,1966,1979,14,1
Saye Zerbo,Burkina Faso,439,439.0,Western Africa,Africa,Saye Zerbo.Burkina Faso.1980.1981.Military Dict,Non-democracy,Military Dict,1980,1981,2,1
Jean-Baptiste Ouedraogo,Burkina Faso,439,439.0,Western Africa,Africa,Jean-Baptiste Ouedraogo.Burkina Faso.1982.1982.Military Dict,Non-democracy,Military Dict,1982,1982,1,1
Thomas Sankara,Burkina Faso,439,439.0,Western Africa,Africa,Thomas Sankara.Burkina Faso.1983.1986.Military Dict,Non-democracy,Military Dict,1983,1986,4,0
Blaise Compaor,Burkina Faso,439,439.0,Western Africa,Africa,Blaise Compaor.Burkina Faso.1987.2008.Military Dict,Non-democracy,Military Dict,1987,2008,22,0
Mwambutsa IV,Burundi,516,516.0,Eastern Africa,Africa,Mwambutsa IV.Burundi.1962.1965.Monarchy,Non-democracy,Monarchy,1962,1965,4,1
Michel Micombero,Burundi,516,516.0,Eastern Africa,Africa,Michel Micombero.Burundi.1966.1975.Military Dict,Non-democracy,Military Dict,1966,1975,10,1
Jean-Baptiste Bagaza,Burundi,516,516.0,Eastern Africa,Africa,Jean-Baptiste Bagaza.Burundi.1976.1986.Military Dict,Non-democracy,Military Dict,1976,1986,11,1
Pierre Buyoya,Burundi,516,516.0,Eastern Africa,Africa,Pierre Buyoya.Burundi.1987.1992.Military Dict,Non-democracy,Military Dict,1987,1992,6,1
Sylvie Kinigi,Burundi,516,516.0,Eastern Africa,Africa,Sylvie Kinigi.Burundi.1993.1993.Presidential Dem,Democracy,Presidential Dem,1993,1993,1,1
Sylvestre Ntibantunganya,Burundi,516,516.0,Eastern Africa,Africa,Sylvestre Ntibantunganya.Burundi.1994.1995.Presidential Dem,Democracy,Presidential Dem,1994,1995,2,1
Pierre Buyoya,Burundi,516,516.0,Eastern Africa,Africa,Pierre Buyoya.Burundi.1996.2002.Military Dict,Non-democracy,Military Dict,1996,2002,7,1
Domitien Ndayizeye,Burundi,516,516.0,Eastern Africa,Africa,Domitien Ndayizeye.Burundi.2003.2004.Civilian Dict,Non-democracy,Civilian Dict,2003,2004,2,1
Pierre Nkurunziza,Burundi,516,516.0,Eastern Africa,Africa,Pierre Nkurunziza.Burundi.2005.2008.Presidential Dem,Democracy,Presidential Dem,2005,2008,4,0
Norodom Sihanouk,Cambodia,811,811.0,South-Eastern Asia,Asia,Norodom Sihanouk.Cambodia.1953.1954.Monarchy,Non-democracy,Monarchy,1953,1954,2,1
Norodom Sihanouk,Cambodia,811,811.0,South-Eastern Asia,Asia,Norodom Sihanouk.Cambodia.1955.1965.Civilian Dict,Non-democracy,Civilian Dict,1955,1965,11,1
Lon Nol,Cambodia,811,811.0,South-Eastern Asia,Asia,Lon Nol.Cambodia.1966.1966.Military Dict,Non-democracy,Military Dict,1966,1966,1,1
Norodom Sihanouk,Cambodia,811,811.0,South-Eastern Asia,Asia,Norodom Sihanouk.Cambodia.1967.1968.Civilian Dict,Non-democracy,Civilian Dict,1967,1968,2,1
Lon Nol,Cambodia,811,811.0,South-Eastern Asia,Asia,Lon Nol.Cambodia.1969.1974.Military Dict,Non-democracy,Military Dict,1969,1974,6,1
Norodom Sihanouk,Cambodia,811,811.0,South-Eastern Asia,Asia,Norodom Sihanouk.Cambodia.1975.1975.Civilian Dict,Non-democracy,Civilian Dict,1975,1975,1,1
Pol Pot,Cambodia,811,811.0,South-Eastern Asia,Asia,Pol Pot.Cambodia.1976.1978.Civilian Dict,Non-democracy,Civilian Dict,1976,1978,3,1
Heng Samrin,Cambodia,811,811.0,South-Eastern Asia,Asia,Heng Samrin.Cambodia.1979.1990.Military Dict,Non-democracy,Military Dict,1979,1990,12,1
Norodom Sihanouk,Cambodia,811,811.0,South-Eastern Asia,Asia,Norodom Sihanouk.Cambodia.1991.1992.Civilian Dict,Non-democracy,Civilian Dict,1991,1992,2,1
Hun Sen + Ranariddh,Cambodia,811,811.0,South-Eastern Asia,Asia,Hun Sen + Ranariddh.Cambodia.1993.1996.Civilian Dict,Non-democracy,Civilian Dict,1993,1996,4,1
Hun Sen,Cambodia,811,811.0,South-Eastern Asia,Asia,Hun Sen.Cambodia.1997.2008.Civilian Dict,Non-democracy,Civilian Dict,1997,2008,12,0
Ahmadou Ahidjo,Cameroon,471,471.0,Middle Africa,Africa,Ahmadou Ahidjo.Cameroon.1960.1981.Civilian Dict,Non-democracy,Civilian Dict,1960,1981,22,1
Paul Biya,Cameroon,471,471.0,Middle Africa,Africa,Paul Biya.Cameroon.1982.2008.Civilian Dict,Non-democracy,Civilian Dict,1982,2008,27,0
W. MacKenzie King,Canada,20,20.0,Northern America,America,W. MacKenzie King.Canada.1946.1947.Parliamentary Dem,Democracy,Parliamentary Dem,1946,1947,2,1
Louis Saint Laurent,Canada,20,20.0,Northern America,America,Louis Saint Laurent.Canada.1948.1956.Parliamentary Dem,Democracy,Parliamentary Dem,1948,1956,9,1
John Diefenbaker,Canada,20,20.0,Northern America,America,John Diefenbaker.Canada.1957.1962.Parliamentary Dem,Democracy,Parliamentary Dem,1957,1962,6,1
Lester Pearson,Canada,20,20.0,Northern America,America,Lester Pearson.Canada.1963.1967.Parliamentary Dem,Democracy,Parliamentary Dem,1963,1967,5,1
Pierre Elliott Trudeau,Canada,20,20.0,Northern America,America,Pierre Elliott Trudeau.Canada.1968.1978.Parliamentary Dem,Democracy,Parliamentary Dem,1968,1978,11,1
Joe Clark,Canada,20,20.0,Northern America,America,Joe Clark.Canada.1979.1979.Parliamentary Dem,Democracy,Parliamentary Dem,1979,1979,1,1
Pierre Elliott Trudeau,Canada,20,20.0,Northern America,America,Pierre Elliott Trudeau.Canada.1980.1983.Parliamentary Dem,Democracy,Parliamentary Dem,1980,1983,4,1
Brian Mulroney,Canada,20,20.0,Northern America,America,Brian Mulroney.Canada.1984.1992.Parliamentary Dem,Democracy,Parliamentary Dem,1984,1992,9,1
Jean Chretien,Canada,20,20.0,Northern America,America,Jean Chretien.Canada.1993.2002.Parliamentary Dem,Democracy,Parliamentary Dem,1993,2002,10,1
"Paul Joseph Martin, Jr.",Canada,20,20.0,Northern America,America,"Paul Joseph Martin, Jr..Canada.2003.2005.Parliamentary Dem",Democracy,Parliamentary Dem,2003,2005,3,1
Stephen Joseph Harper,Canada,20,20.0,Northern America,America,Stephen Joseph Harper.Canada.2006.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2006,2008,3,0
Aristides Pereira,Cape Verde,402,402.0,Western Africa,Africa,Aristides Pereira.Cape Verde.1975.1989.Civilian Dict,Non-democracy,Civilian Dict,1975,1989,15,1
Aristides Pereira,Cape Verde,402,402.0,Western Africa,Africa,Aristides Pereira.Cape Verde.1990.1990.Mixed Dem,Democracy,Mixed Dem,1990,1990,1,1
Carlos Veiga,Cape Verde,402,402.0,Western Africa,Africa,Carlos Veiga.Cape Verde.1991.1999.Mixed Dem,Democracy,Mixed Dem,1991,1999,9,1
Antonio Gualberto do Rosario,Cape Verde,402,402.0,Western Africa,Africa,Antonio Gualberto do Rosario.Cape Verde.2000.2000.Mixed Dem,Democracy,Mixed Dem,2000,2000,1,1
Jose Neves,Cape Verde,402,402.0,Western Africa,Africa,Jose Neves.Cape Verde.2001.2008.Mixed Dem,Democracy,Mixed Dem,2001,2008,8,0
David Dacko,Central African Republic,482,482.0,Middle Africa,Africa,David Dacko.Central African Republic.1960.1965.Civilian Dict,Non-democracy,Civilian Dict,1960,1965,6,1
Jean-Bedel Bokassa,Central African Republic,482,482.0,Middle Africa,Africa,Jean-Bedel Bokassa.Central African Republic.1966.1978.Military Dict,Non-democracy,Military Dict,1966,1978,13,1
David Dacko,Central African Republic,482,482.0,Middle Africa,Africa,David Dacko.Central African Republic.1979.1980.Civilian Dict,Non-democracy,Civilian Dict,1979,1980,2,1
Andre Kolingba,Central African Republic,482,482.0,Middle Africa,Africa,Andre Kolingba.Central African Republic.1981.1992.Military Dict,Non-democracy,Military Dict,1981,1992,12,1
Jean-Luc Mandaba,Central African Republic,482,482.0,Middle Africa,Africa,Jean-Luc Mandaba.Central African Republic.1993.1994.Mixed Dem,Democracy,Mixed Dem,1993,1994,2,1
Gabriel Koyambounou,Central African Republic,482,482.0,Middle Africa,Africa,Gabriel Koyambounou.Central African Republic.1995.1995.Mixed Dem,Democracy,Mixed Dem,1995,1995,1,1
Jean-Paul Ngoupande,Central African Republic,482,482.0,Middle Africa,Africa,Jean-Paul Ngoupande.Central African Republic.1996.1996.Mixed Dem,Democracy,Mixed Dem,1996,1996,1,1
Michel Gbezera-Bria,Central African Republic,482,482.0,Middle Africa,Africa,Michel Gbezera-Bria.Central African Republic.1997.1998.Mixed Dem,Democracy,Mixed Dem,1997,1998,2,1
Anicet Georges Dologuele,Central African Republic,482,482.0,Middle Africa,Africa,Anicet Georges Dologuele.Central African Republic.1999.2000.Mixed Dem,Democracy,Mixed Dem,1999,2000,2,1
Martin Ziguele,Central African Republic,482,482.0,Middle Africa,Africa,Martin Ziguele.Central African Republic.2001.2002.Mixed Dem,Democracy,Mixed Dem,2001,2002,2,1
Francois Bozize,Central African Republic,482,482.0,Middle Africa,Africa,Francois Bozize.Central African Republic.2003.2008.Military Dict,Non-democracy,Military Dict,2003,2008,6,0
Ngarta Tombolbaye,Chad,483,483.0,Middle Africa,Africa,Ngarta Tombolbaye.Chad.1960.1974.Civilian Dict,Non-democracy,Civilian Dict,1960,1974,15,0
Felix Malloum,Chad,483,483.0,Middle Africa,Africa,Felix Malloum.Chad.1975.1978.Military Dict,Non-democracy,Military Dict,1975,1978,4,1
Goukouni Ouedei,Chad,483,483.0,Middle Africa,Africa,Goukouni Ouedei.Chad.1979.1981.Civilian Dict,Non-democracy,Civilian Dict,1979,1981,3,1
Hissene Habre,Chad,483,483.0,Middle Africa,Africa,Hissene Habre.Chad.1982.1989.Civilian Dict,Non-democracy,Civilian Dict,1982,1989,8,1
Idriss Deby,Chad,483,483.0,Middle Africa,Africa,Idriss Deby.Chad.1990.2008.Military Dict,Non-democracy,Military Dict,1990,2008,19,0
Gabriel Gonzalez Videla,Chile,155,155.0,South America,America,Gabriel Gonzalez Videla.Chile.1946.1951.Presidential Dem,Democracy,Presidential Dem,1946,1951,6,1
Carlos Ibanez del Campo,Chile,155,155.0,South America,America,Carlos Ibanez del Campo.Chile.1952.1957.Presidential Dem,Democracy,Presidential Dem,1952,1957,6,1
Jorge Alessandri Rodriguez,Chile,155,155.0,South America,America,Jorge Alessandri Rodriguez.Chile.1958.1963.Presidential Dem,Democracy,Presidential Dem,1958,1963,6,1
Eduardo Frei Montalva,Chile,155,155.0,South America,America,Eduardo Frei Montalva.Chile.1964.1969.Presidential Dem,Democracy,Presidential Dem,1964,1969,6,1
Salvador Allende Gossens,Chile,155,155.0,South America,America,Salvador Allende Gossens.Chile.1970.1972.Presidential Dem,Democracy,Presidential Dem,1970,1972,3,0
